Time,GN07N_MAIN_POWER,GN07N_SUB_POWER,GN07N_TEMP,GN07N_HIGH_TEMP,GN07N_MID_TEMP,GN07N_LOW_TEMP,GN07N_OVER_TEMP,GN07N_GAS_NRG,GN07N_GAS_AMM,GN07N_GAS_CDO,GN07N_PPIT,GN05N_MAIN_POWER,GN05M_MAIN_POWER,GN05M_TEMP,GN05M_HIGH_TEMP,GN05M_LOW_TEMP,GN05M_OVER_TEMP,GN05M_GAS_NRG,GN05M_GAS_AMM,GN05M_GAS_CDO,GN04N_MAIN_POWER,GN04M_MAIN_POWER,GN04M_TEMP,GN04M_HIGH_TEMP,GN04M_MID_TEMP,GN04M_LOW_TEMP,GN04M_OVER_TEMP,GN04M_GAS_NRG,GN04M_GAS_AMM,GN04M_GAS_CDO,GN03N_MAIN_POWER,GN02N_MAIN_POWER,GN02N_TEMP,GN02N_HIGH_TEMP,GN02N_MID_TEMP,GN02N_LOW_TEMP,GN02N_OVER_TEMP,GN02N_GAS_NRG,GN02N_GAS_AMM,GN02N_GAS_CDO,GN02N_PPIT
2022-01-02_10:43:16,9423.59,289,20.2,490,490,491,498,0,72.7,0,1,140.42,157,0,520,520,530,0,76.8,0,8783.66,0,0,39,40,39,36,0,0,0,5.8,157,0,520,521,520,530,0,76.8,0,2
2022-01-02_10:43:17,9448.16,291,20.4,490,490,491,498,0,72.6,0,1,138.81,159,0,520,520,529,0,76.8,0,9233.68,0,0,39,40,39,36,0,0,0,5.7,159,0,520,521,520,529,0,76.8,0,2
2022-01-02_10:43:18,9466.98,292,20.2,490,490,491,498,0,72.7,0,1,139.32,163,0,520,520,530,0,76.7,0,7723.26,0,0,39,40,39,36,0,0,0,6.2,163,0,520,521,520,530,0,76.7,0,2
2022-01-02_10:43:19,9445.26,294,20.3,490,490,491,498,0,72.6,0,1,139.55,158,0,520,520,530,0,76.8,0,7347.18,0,0,39,40,39,36,0,0,0,5.7,158,0,520,521,520,530,0,76.8,0,2
2022-01-02_10:43:20,9480.14,291,20.4,490,490,491,498,0,72.6,0,1,136.94,156,0,520,520,530,0,76.8,0,7333.92,0,0,39,40,39,36,0,0,0,7.1,156,0,520,521,520,530,0,76.8,0,2
2022-01-02_10:43:21,9451.6,292,20.2,490,490,491,498,0,72.6,0,1,138.66,160,0,520,520,530,0,76.9,0,7953.19,0,0,39,40,39,36,0,0,0,7.1,160,0,520,521,520,530,0,76.9,0,2
2022-01-02_10:43:22,9492.47,292,20.5,490,490,491,498,0,72.6,0,1,138.32,158,0,520,520,529,0,76.9,0,9492.22,0,0,39,40,39,36,0,0,0,6.8,158,0,520,521,520,529,0,76.9,0,2
2022-01-02_10:43:23,9505.57,294,20.4,490,490,491,498,0,72.6,0,1,306.29,154,0,520,520,530,0,76.8,0,8642.52,0,0,39,40,39,36,0,0,0,5.9,154,0,520,522,520,530,0,76.8,0,2
2022-01-02_10:43:24,9516.43,295,20.2,490,490,491,498,0,72.6,0,1,1841.39,157,0,520,520,530,0,76.7,0,7125.36,0,0,39,40,39,36,0,0,0,6.4,157,0,520,522,520,530,0,76.7,0,2
2022-01-02_10:43:25,9483.91,292,20.5,490,490,491,498,0,72.4,0,1,1839.64,156,0,520,520,529,0,76.6,0,6800.13,0,0,39,40,39,36,0,0,0,5.8,156,0,520,521,520,529,0,76.6,0,2
2022-01-02_10:43:26,9487.03,295,20.1,490,490,491,498,0,72.4,0,1,1843.76,157,0,520,520,530,0,76.7,0,7138.51,0,0,39,40,39,36,0,0,0,6.9,157,0,520,521,520,530,0,76.7,0,2
2022-01-02_10:43:27,9461.39,295,20.5,490,490,491,498,0,72.6,0,1,1844.03,159,0,520,520,530,0,76.8,0,8662.09,0,0,39,40,39,36,0,0,0,5.6,159,0,520,522,520,530,0,76.8,0,2
2022-01-02_10:43:28,9428.38,290,20.1,490,490,491,498,0,72.6,0,1,1848.61,159,0,520,520,529,0,76.7,0,9229.66,0,0,39,40,39,36,0,0,0,5.7,159,0,520,521,520,529,0,76.7,0,2
2022-01-02_10:43:29,9438.7,295,20.3,490,490,491,498,0,72.6,0,1,1842.92,160,0,520,520,530,0,76.7,0,7683.16,0,0,39,40,39,36,0,0,0,7.3,160,0,520,522,520,530,0,76.7,0,2
2022-01-02_10:43:31,9415.4,291,20.3,490,490,491,498,0,72.6,0,1,1839.66,158,0,520,520,530,0,76.8,0,6974.85,0,0,39,40,39,36,0,0,0,5.9,158,0,520,521,520,530,0,76.8,0,2
2022-01-02_10:43:31,9391.61,291,20.3,490,490,491,498,0,72.5,0,1,1841.7,158,0,520,520,530,0,76.8,0,7095.46,0,0,39,40,39,36,0,0,0,6.5,158,0,520,521,520,530,0,76.8,0,2
2022-01-02_10:43:32,9337.18,290,20.3,490,490,491,498,0,72.5,0,1,1845.17,159,0,520,520,530,0,76.9,0,7950.91,0,0,39,40,39,36,0,0,0,6.9,159,0,520,521,520,530,0,76.9,0,2
2022-01-02_10:43:33,9391.6,290,20.3,490,490,491,498,0,72.5,0,1,1842.56,159,0,520,520,530,0,76.9,0,9387.19,0,0,39,40,39,36,0,0,0,6.2,159,0,520,521,520,530,0,76.9,0,2
2022-01-02_10:43:34,9413.83,291,20.3,490,490,491,498,0,72.5,0,1,1843.13,159,0,520,520,530,0,76.8,0,9069.11,0,0,39,40,39,36,0,0,0,6.7,159,0,520,521,520,530,0,76.8,0,2
2022-01-02_10:43:35,9399.63,291,20.2,490,490,491,498,0,72.5,0,1,1832.58,160,0,520,520,529,0,76.9,0,7486.11,0,0,39,40,39,36,0,0,0,5.8,160,0,520,521,520,529,0,76.9,0,2
2022-01-02_10:43:36,9414.2,292,20.2,490,490,491,498,0,72.5,0,1,1836.34,160,0,520,520,529,0,76.8,0,7229.41,0,0,39,40,39,36,0,0,0,5,160,0,520,521,520,529,0,76.8,0,2
2022-01-02_10:43:37,9401.25,292,20.2,490,490,491,498,0,72.4,0,1,1831.94,160,0,520,520,529,0,76.7,0,7493.66,0,0,39,40,39,36,0,0,0,6.1,160,0,520,521,520,529,0,76.7,0,2
2022-01-02_10:43:38,9418.08,291,20.2,490,490,491,498,0,72.4,0,1,1834.17,159,0,520,520,530,0,76.7,0,8526.71,0,0,39,40,39,36,0,0,0,5.7,159,0,520,521,520,530,0,76.7,0,2
2022-01-02_10:43:39,9299.01,291,20.5,490,490,491,498,0,72.5,0,1,1047.63,161,0,520,520,530,0,76.7,0,9704.61,0,0,39,40,39,36,0,0,0,6.3,161,0,520,521,520,530,0,76.7,0,2
2022-01-02_10:43:40,9376.5,290,20.5,490,490,491,498,0,72.5,0,1,138.37,159,0,520,520,530,0,76.8,0,8688.32,0,0,39,40,39,36,0,0,0,6,159,0,520,521,520,530,0,76.8,0,2
2022-01-02_10:43:41,9449.75,282,20.1,490,490,491,498,0,72.5,0,1,139.38,162,0,520,520,530,0,76.8,0,7419.28,0,0,39,40,39,36,0,0,0,6.4,162,0,520,521,520,530,0,76.8,0,2
2022-01-02_10:43:42,9396.73,283,20.5,490,490,491,498,0,72.6,0,1,138.57,163,0,520,520,530,0,76.7,0,7369.19,0,0,39,40,39,36,0,0,0,6.2,163,0,520,521,520,530,0,76.7,0,2
2022-01-02_10:43:43,9394.33,288,20.5,490,490,491,498,0,72.7,0,1,139.86,160,0,520,520,529,0,76.9,0,8109.08,0,0,39,40,39,36,0,0,0,6.8,160,0,520,521,520,529,0,76.9,0,2
2022-01-02_10:43:44,9380.86,290,20.1,490,490,491,498,0,72.8,0,1,138.68,160,0,520,520,530,0,76.9,0,9627.23,0,0,39,40,39,36,0,0,0,6,160,0,520,521,520,530,0,76.9,0,2
2022-01-02_10:43:45,9352.72,291,20.5,490,490,491,498,0,72.6,0,1,139.28,162,0,520,520,530,0,76.7,0,9197.67,0,0,39,40,39,36,0,0,0,6.4,162,0,520,521,520,530,0,76.7,0,2
2022-01-02_10:43:46,9296.62,285,20.2,490,490,491,498,0,72.8,0,1,139.07,163,0,520,520,530,0,76.8,0,7778.78,0,0,39,40,39,36,0,0,0,5.9,163,0,520,521,520,530,0,76.8,0,2
2022-01-02_10:43:47,9286.08,282,20.4,490,490,491,498,0,72.7,0,1,139.07,159,0,520,520,530,0,77.1,0,7447.48,0,0,39,40,39,36,0,0,0,6.4,159,0,520,521,520,530,0,77.1,0,2
2022-01-02_10:43:48,9305.67,288,20.2,490,490,491,498,0,72.5,0,1,140.39,158,0,520,520,529,0,77,0,8229.23,0,0,39,40,39,36,0,0,0,6.5,158,0,520,521,520,529,0,77,0,2
2022-01-02_10:43:49,9192.62,285,20.3,490,490,491,498,0,72.5,0,1,138.47,165,0,520,520,530,0,77,0,9850.05,0,0,39,40,39,36,0,0,0,5.9,165,0,520,521,520,530,0,77,0,2
2022-01-02_10:43:50,9153.23,280,20.3,490,490,491,498,0,72.5,0,1,138.93,163,0,520,520,530,0,77.1,0,9191.42,0,0,39,40,39,36,0,0,0,7.1,163,0,520,521,520,530,0,77.1,0,2
2022-01-02_10:43:51,9191.28,284,20.3,490,490,491,498,0,72.5,0,1,140.49,160,0,520,520,529,0,77.1,0,7589.97,0,0,39,40,39,36,0,0,0,8.6,160,0,520,521,520,529,0,77.1,0,2
2022-01-02_10:43:52,9211.7,284,20.4,490,490,491,498,0,72.4,0,1,139.01,164,0,520,520,529,0,77,0,7685.51,0,0,39,40,39,36,0,0,0,8.6,164,0,520,521,520,529,0,77,0,2
2022-01-02_10:43:53,9201.41,282,20.2,490,490,491,498,0,72.5,0,1,138.74,164,0,520,520,529,0,77,0,8933.38,0,0,39,40,39,36,0,0,0,8.7,164,0,520,521,520,529,0,77,0,2
2022-01-02_10:43:54,9189.11,284,20.3,490,490,491,498,0,72.5,0,1,834.76,163,0,520,520,529,0,77,0,10048.4,0,0,39,40,39,36,0,0,0,7.1,163,0,520,521,520,529,0,77,0,2
2022-01-02_10:43:55,9205.52,285,20.4,490,490,491,498,0,72.6,0,1,3429.35,165,0,520,520,530,0,77,0,8445.89,0,0,39,40,39,36,0,0,0,9,165,0,520,521,520,530,0,77,0,2
2022-01-02_10:43:56,9219.65,284,20.3,490,490,491,498,0,72.6,0,1,3419.22,163,0,520,520,529,0,77,0,7585.1,0,0,39,40,39,36,0,0,0,8.5,163,0,520,521,520,529,0,77,0,2
2022-01-02_10:43:57,9218.32,286,20.3,490,490,491,498,0,72.6,0,1,3420.62,161,0,520,520,529,0,76.9,0,7712.26,0,0,39,40,39,36,0,0,0,9.2,161,0,520,521,520,529,0,76.9,0,2
2022-01-02_10:43:58,9176.63,285,20.2,490,490,491,498,0,72.7,0,1,3419.05,165,0,520,520,530,0,77,0,9378.51,0,0,39,40,39,36,0,0,0,7.9,165,0,520,521,520,530,0,77,0,2
2022-01-02_10:43:59,9195.33,284,20.5,490,490,491,498,0,72.7,0,1,3418.39,164,0,520,520,529,0,77,0,10166,0,0,39,40,39,36,0,0,0,6.9,164,0,520,521,520,529,0,77,0,2
2022-01-02_10:44:00,9195.2,284,20.2,490,490,491,498,0,72.7,0,1,3419.03,164,0,520,520,530,0,77,0,8141.05,0,0,39,40,39,36,0,0,0,7.4,164,0,520,521,520,530,0,77,0,2
2022-01-02_10:44:01,9207.81,283,20.3,490,490,491,498,0,72.7,0,1,3226.85,163,0,520,520,530,0,77.1,0,7562.27,0,0,39,40,39,36,0,0,0,7,163,0,520,521,520,530,0,77.1,0,2
2022-01-02_10:44:02,9194.11,285,20.5,490,490,491,498,0,72.7,0,1,1468.47,160,0,520,520,530,0,77,0,7815.33,0,0,39,40,39,36,0,0,0,6.6,160,0,520,521,520,530,0,77,0,2
2022-01-02_10:44:03,9142.15,278,20.1,490,490,491,498,0,72.7,0,1,1464.98,161,0,520,520,530,0,77.1,0,9514.37,0,0,39,40,39,36,0,0,0,6.1,161,0,520,521,520,530,0,77.1,0,2
2022-01-02_10:44:04,9195.55,274,20.4,490,490,491,498,0,72.7,0,1,1345.3,162,0,520,520,530,0,77,0,10109.4,0,0,39,40,39,36,0,0,0,7.3,162,0,520,521,520,530,0,77,0,2
2022-01-02_10:44:05,9177.01,283,20.2,490,490,491,498,0,72.4,0,1,139.28,161,0,520,520,530,0,77,0,8084.08,0,0,39,40,39,36,0,0,0,5.9,161,0,520,521,520,530,0,77,0,2
2022-01-02_10:44:06,9172.35,285,20.2,490,490,491,498,0,72.5,0,1,140.39,159,0,520,520,530,0,77,0,7517.91,0,0,39,40,39,36,0,0,0,7.1,159,0,520,521,520,530,0,77,0,2
2022-01-02_10:44:07,9248.16,279,20.4,490,490,491,498,0,72.5,0,1,139.19,159,0,520,520,530,0,76.9,0,8018.13,0,0,39,40,39,36,0,0,0,6.5,159,0,520,521,520,530,0,76.9,0,2
2022-01-02_10:44:08,9290.41,285,20.2,490,490,491,498,0,72.4,0,1,138.52,160,0,520,520,530,0,76.9,0,9712.57,0,0,39,40,39,36,0,0,0,6.2,160,0,520,521,520,530,0,76.9,0,2
2022-01-02_10:44:09,9266.48,289,20.5,490,490,491,498,0,72.7,0,1,138.96,161,0,520,520,530,0,76.8,0,10119,0,0,39,40,39,36,0,0,0,6.5,161,0,520,521,520,530,0,76.8,0,2
2022-01-02_10:44:10,9306.08,290,20.1,490,490,491,498,0,72.6,0,1,139.68,162,0,520,520,530,0,76.8,0,8101.16,0,0,39,40,39,36,0,0,0,7.3,162,0,520,521,520,530,0,76.8,0,2
2022-01-02_10:44:11,9242.98,289,20.5,490,490,491,498,0,72.7,0,1,139.38,162,0,520,520,529,0,76.7,0,7571.16,0,0,39,40,39,36,0,0,0,7.3,162,0,520,521,520,529,0,76.7,0,2
2022-01-02_10:44:12,9283.52,286,20.2,490,490,491,498,0,72.6,0,1,139.99,159,0,520,520,530,0,76.9,0,8529.81,0,0,39,40,39,36,0,0,0,7,159,0,520,521,520,530,0,76.9,0,2
2022-01-02_10:44:13,9292.61,288,20.1,490,490,491,498,0,72.6,0,1,338.44,156,0,520,520,530,0,76.9,0,10112.3,0,0,39,40,39,36,0,0,0,6.7,156,0,520,521,520,530,0,76.9,0,2
2022-01-02_10:44:14,9311.52,286,20.4,490,490,491,498,0,72.6,0,1,1842.07,158,0,520,520,530,0,76.7,0,9695.95,0,0,39,40,39,36,0,0,0,5.8,158,0,520,521,520,530,0,76.7,0,2
2022-01-02_10:44:15,9376.44,292,20.2,490,490,491,498,0,72.8,0,1,1839.69,160,0,520,520,529,0,76.8,0,7902.63,0,0,39,40,39,36,0,0,0,7.2,160,0,520,521,520,529,0,76.8,0,2
2022-01-02_10:44:16,9345.39,290,20.4,490,490,491,498,0,72.8,0,1,1837.27,162,0,520,520,529,0,76.7,0,7842.53,0,0,39,40,39,36,0,0,0,5.8,162,0,520,521,520,529,0,76.7,0,2
2022-01-02_10:44:17,9312.16,289,20.1,490,490,491,498,0,72.7,0,1,1837.48,162,0,520,520,530,0,76.8,0,9005.59,0,0,39,40,39,36,0,0,0,5.7,162,0,520,521,520,530,0,76.8,0,2
2022-01-02_10:44:18,9323.53,290,20.5,490,490,491,498,0,72.7,0,1,1840.23,161,0,520,520,530,0,76.9,0,10471.2,0,0,39,40,39,36,0,0,0,6.2,161,0,520,521,520,530,0,76.9,0,2
2022-01-02_10:44:19,9371.64,286,20.5,490,490,491,498,0,72.8,0,1,1837.36,160,0,520,520,529,0,76.8,0,9067.59,0,0,39,40,39,36,0,0,0,6.3,160,0,520,521,520,529,0,76.8,0,2
2022-01-02_10:44:20,9311.11,288,20.1,490,490,491,498,0,72.8,0,1,1838.75,161,0,520,520,530,0,76.8,0,7838.26,0,0,39,40,39,36,0,0,0,6.1,161,0,520,521,520,530,0,76.8,0,2
2022-01-02_10:44:21,9314.53,286,20.4,490,490,491,498,0,72.7,0,1,1834.95,160,0,520,520,529,0,76.8,0,7934,0,0,39,40,39,36,0,0,0,5.7,160,0,520,521,520,529,0,76.8,0,2
2022-01-02_10:44:22,9296.06,283,20.3,490,490,491,498,0,72.8,0,1,1835.54,159,0,520,520,530,0,76.9,0,9721.11,0,0,39,40,39,36,0,0,0,6.3,159,0,520,521,520,530,0,76.9,0,2
2022-01-02_10:44:23,9256.71,286,20.4,490,490,491,498,0,72.8,0,1,1834.64,160,0,520,520,530,0,76.9,0,10521.6,0,0,39,40,39,36,0,0,0,6.5,160,0,520,521,520,530,0,76.9,0,2
2022-01-02_10:44:24,9289.9,286,20.3,490,490,491,498,0,72.8,0,1,1835.85,160,0,520,520,530,0,76.8,0,8654.35,0,0,39,40,39,36,0,0,0,5.3,160,0,520,521,520,530,0,76.8,0,2
2022-01-02_10:44:25,9273.15,286,20.2,490,490,491,498,0,72.7,0,1,1833.59,161,0,520,520,529,0,76.8,0,7719.07,0,0,39,40,39,36,0,0,0,5,161,0,520,521,520,529,0,76.8,0,2
2022-01-02_10:44:26,9314.29,286,20.3,490,490,491,498,0,72.7,0,1,1835.17,161,0,520,520,530,0,76.9,0,7968.4,0,0,39,40,39,36,0,0,0,6.4,161,0,520,521,520,530,0,76.9,0,2
2022-01-02_10:44:27,9333.5,286,20.1,490,490,491,498,0,72.5,0,1,1827.96,160,0,520,520,530,0,77,0,9649.93,0,0,39,40,39,36,0,0,0,5.7,160,0,520,521,520,530,0,77,0,2
2022-01-02_10:44:28,9284.86,285,20.4,490,490,491,498,0,72.5,0,1,163.48,156,0,520,520,530,0,76.7,0,10176.7,0,0,39,40,39,36,0,0,0,5.8,156,0,520,521,520,530,0,76.7,0,2
2022-01-02_10:44:29,9318.5,288,20.2,490,490,491,498,0,72.5,0,1,138.68,157,0,520,520,530,0,76.8,0,8266.62,0,0,39,40,39,36,0,0,0,5.6,157,0,520,521,520,530,0,76.8,0,2
2022-01-02_10:44:31,9303.05,288,20.5,490,490,491,498,0,72.4,0,1,138.36,158,0,520,520,529,0,76.8,0,7701.22,0,0,39,40,39,36,0,0,0,5.4,158,0,520,521,520,529,0,76.8,0,2
2022-01-02_10:44:31,9199.32,279,20.2,490,490,491,498,0,72.7,0,1,139.55,160,0,520,520,529,0,76.8,0,8216.43,0,0,39,40,39,36,0,0,0,5.5,160,0,520,521,520,529,0,76.8,0,2
2022-01-02_10:44:32,9238.64,285,20.1,490,490,491,498,0,72.7,0,1,139.31,159,0,520,520,529,0,76.8,0,9843.1,0,0,39,40,39,36,0,0,0,4.4,159,0,520,521,520,529,0,76.8,0,2
2022-01-02_10:44:33,9209.58,285,20.5,490,490,491,498,0,72.7,0,1,138.15,159,0,520,520,530,0,76.8,0,10351.6,0,0,39,40,39,36,0,0,0,5.5,159,0,520,521,520,530,0,76.8,0,2
2022-01-02_10:44:34,9260.92,279,20.2,490,490,491,498,0,72.6,0,1,138.71,160,0,520,520,530,0,76.8,0,8628.21,0,0,39,40,39,36,0,0,0,4.7,160,0,520,521,520,530,0,76.8,0,2
2022-01-02_10:44:35,9231.46,286,20.4,490,490,491,498,0,72.5,0,1,139.51,157,0,520,520,529,0,76.7,0,8335.99,0,0,39,40,39,36,0,0,0,5.5,157,0,520,521,520,529,0,76.7,0,2
2022-01-02_10:44:36,9252.95,288,20.4,490,490,491,498,0,72.6,0,1,139.6,157,0,520,520,530,0,76.7,0,8787.13,0,0,39,40,39,36,0,0,0,4.6,157,0,520,521,520,530,0,76.7,0,2
2022-01-02_10:44:37,9230.14,284,20.4,490,490,491,498,0,72.5,0,1,140.62,157,0,520,520,529,0,76.7,0,10610.7,0,0,39,40,39,36,0,0,0,5.9,157,0,520,521,520,529,0,76.7,0,2
2022-01-02_10:44:38,9243.06,285,20.4,490,490,491,498,0,72.4,0,1,139.19,156,0,520,520,529,0,76.7,0,10634.8,0,0,39,40,39,36,0,0,0,5.5,156,0,520,521,520,529,0,76.7,0,2
2022-01-02_10:44:39,9189.5,282,20.3,490,490,491,498,0,72.5,0,1,139.2,154,0,520,520,529,0,76.8,0,8677.6,0,0,39,40,39,36,0,0,0,5.3,154,0,520,521,520,529,0,76.8,0,2
2022-01-02_10:44:40,9268.16,283,20.3,490,490,491,498,0,72.5,0,1,139.51,153,0,520,520,530,0,76.8,0,8226.94,0,0,39,40,39,36,0,0,0,6,153,0,520,521,520,530,0,76.8,0,2
2022-01-02_10:44:41,9214.37,289,20.1,490,490,491,498,0,72.6,0,1,137.38,155,0,520,520,529,0,76.7,0,8895.48,0,0,39,40,39,36,0,0,0,6.6,155,0,520,521,520,529,0,76.7,0,2
2022-01-02_10:44:42,9269.14,285,20.4,490,490,491,498,0,72.6,0,1,139.64,157,0,520,520,530,0,76.8,0,10724.3,0,0,39,40,39,36,0,0,0,7.1,157,0,520,521,520,530,0,76.8,0,2
2022-01-02_10:44:43,9312.99,280,20.2,490,490,491,498,0,72.6,0,1,139.81,158,0,520,520,529,0,76.7,0,10585.4,0,0,39,40,39,36,0,0,0,7.8,158,0,520,521,520,529,0,76.7,0,2
2022-01-02_10:44:44,9316.87,279,20.3,490,490,491,498,0,72.6,0,1,307.22,159,0,520,520,530,0,76.8,0,8605.06,0,0,39,40,39,36,0,0,0,6.6,159,0,520,521,520,530,0,76.8,0,2
2022-01-02_10:44:45,9321.47,280,20.5,490,490,491,498,0,72.6,0,1,2134.42,159,0,520,520,530,0,76.8,0,8209.14,0,0,39,40,39,36,0,0,0,7.4,159,0,520,521,520,530,0,76.8,0,2
2022-01-02_10:44:46,9332.38,285,20.1,490,490,491,498,0,72.6,0,1,3428.83,159,0,520,520,530,0,76.7,0,8495.2,0,0,39,40,39,36,0,0,0,6.9,159,0,520,521,520,530,0,76.7,0,2
2022-01-02_10:44:47,9305.75,294,20.5,490,490,491,498,0,72.6,0,1,3433.14,156,0,520,520,529,0,76.8,0,10286.2,0,0,39,40,39,36,0,0,0,7,156,0,520,521,520,529,0,76.8,0,2
2022-01-02_10:44:48,9331.89,292,20.1,490,490,491,498,0,72.6,0,1,3437.6,154,0,520,520,529,0,76.9,0,11045.9,0,0,39,40,39,36,0,0,0,6.5,154,0,520,521,520,529,0,76.9,0,2
2022-01-02_10:44:49,9294.13,284,20.4,490,490,491,498,0,72.6,0,1,3434.89,155,0,520,520,529,0,76.8,0,9037.08,0,0,39,40,39,36,0,0,0,6.3,155,0,520,521,520,529,0,76.8,0,2
2022-01-02_10:44:50,9257.5,284,20.3,490,490,491,498,0,72.6,0,1,3429.88,153,0,520,520,530,0,76.8,0,8225.66,0,0,39,40,39,36,0,0,0,6.1,153,0,520,521,520,530,0,76.8,0,2
2022-01-02_10:44:51,9326.58,292,20.3,490,490,491,498,0,72.3,0,1,3426.12,153,0,520,520,529,0,76.8,0,8289.59,0,0,39,40,39,36,0,0,0,5.2,153,0,520,521,520,529,0,76.8,0,2
2022-01-02_10:44:52,9230.82,290,20.5,490,490,491,498,0,72.3,0,1,2745.84,156,0,520,520,529,0,76.8,0,9278.26,0,0,39,40,39,36,0,0,0,6.1,156,0,520,521,520,529,0,76.8,0,2
2022-01-02_10:44:53,9307,283,20.2,490,490,491,498,0,72.5,0,1,1469.53,156,0,520,520,530,0,76.8,0,10795.1,0,0,39,40,39,36,0,0,0,6,156,0,520,521,520,530,0,76.8,0,2
2022-01-02_10:44:54,9343.73,289,20.5,490,490,491,498,0,72.5,0,1,1468.88,153,0,520,520,530,0,76.8,0,10008.3,0,0,39,40,39,36,0,0,0,6,153,0,520,521,520,530,0,76.8,0,2
2022-01-02_10:44:55,9351.43,294,20.5,490,490,491,498,0,72.6,0,1,604.72,154,0,520,520,530,0,76.8,0,8213.57,0,0,39,40,39,36,0,0,0,6,154,0,520,521,520,530,0,76.8,0,2
2022-01-02_10:44:56,9395.47,286,20.3,490,490,491,498,0,72.6,0,1,139.81,159,0,520,520,530,0,76.7,0,7801.4,0,0,39,40,39,36,0,0,0,5.8,159,0,520,521,520,530,0,76.7,0,2
2022-01-02_10:44:57,9348.77,285,20.5,490,490,491,498,0,72.6,0,1,138.75,159,0,520,520,530,0,76.8,0,8592.96,0,0,39,40,39,36,0,0,0,6.4,159,0,520,521,520,530,0,76.8,0,2
2022-01-02_10:44:58,9315.79,290,20.1,490,490,491,498,0,72.6,0,1,138.83,156,0,520,520,530,0,76.8,0,10183.2,0,0,39,40,39,36,0,0,0,6.1,156,0,520,521,520,530,0,76.8,0,2
2022-01-02_10:44:59,9340.92,285,20.4,490,490,491,498,0,72.6,0,1,137.86,157,0,520,520,529,0,76.9,0,10693.7,0,0,39,40,39,36,0,0,0,6.2,157,0,520,521,520,529,0,76.9,0,2
2022-01-02_10:45:00,9285.86,283,20.1,490,490,491,498,0,72.7,0,1,139.32,158,0,520,520,529,0,76.7,0,8956.92,0,0,39,40,39,36,0,0,0,7.4,158,0,520,521,520,529,0,76.7,0,2
2022-01-02_10:45:01,9346.82,288,20.5,490,490,491,498,0,72.7,0,1,139.03,156,0,520,520,529,0,76.7,0,7978.85,0,0,39,40,39,36,0,0,0,7.6,156,0,520,521,520,529,0,76.7,0,2
2022-01-02_10:45:02,9327.12,288,20.5,490,490,491,498,0,72.6,0,1,137.07,159,0,520,520,530,0,76.9,0,8108.06,0,0,39,40,39,36,0,0,0,7.4,159,0,520,521,520,530,0,76.9,0,2
2022-01-02_10:45:03,9369.03,290,20.3,490,490,491,498,0,72.7,0,1,138.33,158,0,520,520,529,0,77,0,9493.99,0,0,39,40,39,36,0,0,0,7.8,158,0,520,521,520,529,0,77,0,2
2022-01-02_10:45:04,9379.71,290,20.4,490,490,491,498,0,72.7,0,1,1461.87,157,0,520,520,529,0,76.7,0,10763.4,0,0,39,40,39,36,0,0,0,7,157,0,520,521,520,529,0,76.7,0,2
2022-01-02_10:45:05,9366.86,290,20.3,490,490,491,498,0,72.6,0,1,1836.48,162,0,520,520,529,0,76.7,0,10294.4,0,0,39,40,39,36,0,0,0,7,162,0,520,521,520,529,0,76.7,0,2
2022-01-02_10:45:06,9389.88,288,20.4,490,490,491,498,0,72.6,0,1,1836.32,162,0,520,520,529,0,76.9,0,8503.21,0,0,39,40,39,36,0,0,0,8.2,162,0,520,521,520,529,0,76.9,0,2
2022-01-02_10:45:07,9450.52,288,20.1,490,490,491,498,0,72.6,0,1,1841.31,162,0,520,520,530,0,76.9,0,7844.01,0,0,39,40,39,36,0,0,0,6.4,162,0,520,521,520,530,0,76.9,0,2
2022-01-02_10:45:08,9477.11,290,20.1,490,490,491,498,0,72.6,0,1,1839.38,157,0,520,520,530,0,76.9,0,8564.15,0,0,39,40,39,36,0,0,0,7.6,157,0,520,521,520,530,0,76.9,0,2
2022-01-02_10:45:09,9429.32,289,20.5,490,490,491,498,0,72.6,0,1,1841.78,156,0,520,520,530,0,76.7,0,10021.1,0,0,39,40,39,36,0,0,0,7.7,156,0,520,521,520,530,0,76.7,0,2
2022-01-02_10:45:10,9408.22,286,20.3,490,490,491,498,0,72.6,0,1,1841.14,160,0,520,519,530,0,76.9,0,10983.2,0,0,39,40,39,36,0,0,0,6.8,160,0,520,521,519,530,0,76.9,0,2
2022-01-02_10:45:11,9392.69,288,20.4,490,490,491,498,0,72.5,0,1,1837.55,159,0,520,520,530,0,76.8,0,9553.68,0,0,39,40,39,36,0,0,0,8.1,159,0,520,521,520,530,0,76.8,0,2
2022-01-02_10:45:12,9422.69,288,20.1,490,490,491,498,0,72.6,0,1,1829.95,157,0,520,520,530,0,76.8,0,8242.99,0,0,39,40,39,36,0,0,0,7.7,157,0,520,521,520,530,0,76.8,0,2
2022-01-02_10:45:13,9404.74,289,20.4,490,490,491,498,0,72.6,0,1,1827.39,153,0,520,520,530,0,76.8,0,8541.42,0,0,39,40,39,36,0,0,0,8.5,153,0,520,521,520,530,0,76.8,0,2
2022-01-02_10:45:14,9367.02,290,20.5,490,490,491,498,0,72.6,0,1,1830.26,157,0,520,520,529,0,76.7,0,14541.1,0,0,39,40,39,36,0,0,0,8.2,157,0,520,521,520,529,0,76.7,0,2
