Time,GN07N_MAIN_POWER,GN07N_SUB_POWER,GN07N_TEMP,GN07N_HIGH_TEMP,GN07N_MID_TEMP,GN07N_LOW_TEMP,GN07N_OVER_TEMP,GN07N_GAS_NRG,GN07N_GAS_AMM,GN07N_GAS_CDO,GN07N_PPIT,GN05N_MAIN_POWER,GN05M_MAIN_POWER,GN05M_TEMP,GN05M_HIGH_TEMP,GN05M_LOW_TEMP,GN05M_OVER_TEMP,GN05M_GAS_NRG,GN05M_GAS_AMM,GN05M_GAS_CDO,GN04N_MAIN_POWER,GN04M_MAIN_POWER,GN04M_TEMP,GN04M_HIGH_TEMP,GN04M_MID_TEMP,GN04M_LOW_TEMP,GN04M_OVER_TEMP,GN04M_GAS_NRG,GN04M_GAS_AMM,GN04M_GAS_CDO,GN03N_MAIN_POWER,GN02N_MAIN_POWER,GN02N_TEMP,GN02N_HIGH_TEMP,GN02N_MID_TEMP,GN02N_LOW_TEMP,GN02N_OVER_TEMP,GN02N_GAS_NRG,GN02N_GAS_AMM,GN02N_GAS_CDO,GN02N_PPIT
2022-01-02_10:00:01,9593.13,295,19.9,490,491,491,498,0,73.7,0,1,1436.21,159,0,519,520,529,0,77.6,0,8387.08,0,0,40,41,40,37,0,0,0,7.3,159,0,519,521,520,529,0,77.6,0,2
2022-01-02_10:00:02,9577.93,296,19.7,490,491,491,498,0,73.8,0,1,138.16,160,0,519,520,529,0,77.6,0,7791.88,0,0,40,41,40,37,0,0,0,7.4,160,0,519,521,520,529,0,77.6,0,2
2022-01-02_10:00:03,9603.78,298,19.6,490,491,491,499,0,73.7,0,1,139.81,161,0,519,519,529,0,77.8,0,8715.55,0,0,40,41,41,37,0,0,0,7.2,161,0,519,521,519,529,0,77.8,0,2
2022-01-02_10:00:04,9577.73,297,19.5,490,491,491,499,0,73.7,0,1,137.59,160,0,519,519,529,0,77.6,0,10680.3,0,0,40,41,41,37,0,0,0,6.7,160,0,519,521,519,529,0,77.6,0,2
2022-01-02_10:00:05,9596.25,297,19.8,490,491,491,499,0,73.7,0,1,138.73,161,0,519,519,529,0,77.7,0,9998.42,0,0,40,41,40,37,0,0,0,6.8,161,0,519,521,519,529,0,77.7,0,2
2022-01-02_10:00:06,9633.81,298,19.8,490,491,491,499,0,73.7,0,1,137.95,159,0,519,519,529,0,77.7,0,8174.93,0,0,40,41,40,37,0,0,0,7.5,159,0,519,521,519,529,0,77.7,0,2
2022-01-02_10:00:07,9637.82,298,19.6,490,491,491,499,0,73.7,0,1,136.59,158,0,519,519,529,0,77.7,0,7790.24,0,0,40,41,40,37,0,0,0,6.6,158,0,519,521,519,529,0,77.7,0,2
2022-01-02_10:00:08,9603.55,300,19.9,490,491,491,499,0,73.7,0,1,135.12,162,0,519,519,529,0,77.7,0,9001.11,0,0,40,41,40,37,0,0,0,6.7,162,0,519,521,519,529,0,77.7,0,2
2022-01-02_10:00:10,9621.64,297,19.6,490,491,491,499,0,73.7,0,1,138.37,161,0,519,519,529,0,77.6,0,10484,0,0,40,41,41,37,0,0,0,6.6,161,0,519,521,519,529,0,77.6,0,2
2022-01-02_10:00:10,9592.42,295,19.9,490,491,491,499,0,73.7,0,1,138.61,161,0,519,519,529,0,77.6,0,9191.09,0,0,40,41,41,37,0,0,0,6,161,0,519,521,519,529,0,77.6,0,2
2022-01-02_10:00:11,9623.72,292,19.8,490,491,491,499,0,73.7,0,1,139.21,163,0,519,519,529,0,77.5,0,11542.8,0,0,40,41,40,37,0,0,0,6.5,163,0,519,521,519,529,0,77.5,0,2
2022-01-02_10:00:12,9589.22,295,19.5,490,491,491,499,0,73.8,0,1,138.69,162,0,519,519,529,0,77.6,0,7686.59,0,0,40,41,40,37,0,0,0,6.1,162,0,519,521,519,529,0,77.6,0,2
2022-01-02_10:00:13,9593.28,295,20,490,491,491,499,0,73.7,0,1,137.6,161,0,519,519,529,0,77.5,0,9263.54,0,0,40,41,40,37,0,0,0,6.8,161,0,519,521,519,529,0,77.5,0,2
2022-01-02_10:00:14,9564.34,296,19.5,490,491,491,499,0,73.7,0,1,139.46,163,0,519,519,529,0,77.5,0,10406.8,0,0,40,41,40,37,0,0,0,6.8,163,0,519,521,519,529,0,77.5,0,2
2022-01-02_10:00:15,9618.14,298,19.9,490,491,491,499,0,73.8,0,1,139.44,162,0,519,519,529,0,77.6,0,11594.8,0,0,40,41,40,37,0,0,0,7,162,0,519,521,519,529,0,77.6,0,2
2022-01-02_10:00:16,9612.67,296,19.6,490,491,491,499,0,73.9,0,1,139.56,160,0,519,519,529,0,77.7,0,11512.8,0,0,40,41,40,37,0,0,0,6.5,160,0,519,521,519,529,0,77.7,0,2
2022-01-02_10:00:17,9604.02,292,19.8,490,491,491,499,0,73.6,0,1,139.63,161,0,519,519,529,0,77.5,0,8169.13,0,0,40,41,40,37,0,0,0,7.1,161,0,519,521,519,529,0,77.5,0,2
2022-01-02_10:00:18,9575.77,292,19.9,490,491,491,499,0,73.5,0,1,1634.91,160,0,519,519,529,0,77.5,0,10303.7,0,0,40,41,40,37,0,0,0,6.8,160,0,519,521,519,529,0,77.5,0,2
2022-01-02_10:00:19,9543.82,291,19.5,490,491,491,499,0,73.8,0,1,1835.57,159,0,519,519,529,0,77.5,0,10883.4,0,0,40,41,41,37,0,0,0,7.1,159,0,519,521,519,529,0,77.5,0,2
2022-01-02_10:00:20,9605.96,294,19.9,490,491,491,499,0,73.8,0,1,1834.21,159,0,519,519,529,0,77.5,0,9131.22,0,0,40,41,40,37,0,0,0,6.2,159,0,519,521,519,529,0,77.5,0,2
2022-01-02_10:00:21,9598.75,297,19.9,490,491,491,499,0,73.6,0,1,1842.92,159,0,519,519,529,0,77.6,0,8142.83,0,0,40,41,40,37,0,0,0,6.7,159,0,519,521,519,529,0,77.6,0,2
2022-01-02_10:00:22,9561.64,291,19.7,490,491,491,499,0,73.6,0,1,1836.63,157,0,519,519,529,0,77.6,0,8578.99,0,0,40,41,40,37,0,0,0,7.2,157,0,519,521,519,529,0,77.6,0,2
2022-01-02_10:00:23,9589.63,292,19.8,490,491,491,499,0,73.7,0,1,1834.63,156,0,519,519,529,0,77.6,0,10450.4,0,0,40,41,40,37,0,0,0,7.7,156,0,519,521,519,529,0,77.6,0,2
2022-01-02_10:00:24,9582,302,19.8,490,491,491,499,0,73.7,0,1,1827.37,157,0,519,519,529,0,77.7,0,10582.1,0,0,40,41,40,37,0,0,0,7.2,157,0,519,521,519,529,0,77.7,0,2
2022-01-02_10:00:25,9540.83,297,19.9,490,491,491,499,0,73.6,0,1,1830.59,158,0,519,520,529,0,77.6,0,10455.2,0,0,40,41,40,37,0,0,0,5.5,158,0,519,521,520,529,0,77.6,0,2
2022-01-02_10:00:26,9525.3,290,19.7,490,491,491,499,0,73.6,0,1,1830.22,157,0,519,519,529,0,77.6,0,9889.45,0,0,40,41,40,37,0,0,0,7.5,157,0,519,521,519,529,0,77.6,0,2
2022-01-02_10:00:27,9564.99,297,19.8,490,491,491,499,0,73.4,0,1,1827.71,158,0,519,519,529,0,77.5,0,8570.34,0,0,40,41,40,37,0,0,0,6.6,158,0,519,521,519,529,0,77.5,0,2
2022-01-02_10:00:28,9568.04,298,19.6,490,491,491,499,0,73.5,0,1,1823.46,157,0,519,519,529,0,77.6,0,10402.1,0,0,40,41,40,37,0,0,0,6.7,157,0,519,521,519,529,0,77.6,0,2
2022-01-02_10:00:29,9558.43,295,19.9,490,491,491,499,0,73.5,0,1,1828.47,155,0,519,520,529,0,77.6,0,10360.2,0,0,40,41,40,37,0,0,0,6,155,0,519,521,520,529,0,77.6,0,2
2022-01-02_10:00:30,9533.22,298,19.6,490,491,491,499,0,73.4,0,1,1823.48,157,0,519,519,529,0,77.6,0,12344.6,0,0,40,41,40,37,0,0,0,6.5,157,0,519,521,519,529,0,77.6,0,2
2022-01-02_10:00:31,9542.47,297,19.9,490,491,491,499,0,73.5,0,1,1821.07,160,0,519,519,529,0,77.6,0,9772.78,0,0,40,41,40,37,0,0,0,6.3,160,0,519,521,519,529,0,77.6,0,2
2022-01-02_10:00:32,9529.15,298,19.7,490,491,491,499,0,73.5,0,1,1822.62,158,0,519,519,529,0,77.5,0,8436.29,0,0,40,41,40,37,0,0,0,6,158,0,519,521,519,529,0,77.5,0,2
2022-01-02_10:00:33,9595.05,300,19.7,490,491,491,499,0,73.8,0,1,1740.61,159,0,519,520,529,0,77.4,0,10605.8,0,0,40,41,40,37,0,0,0,5.6,159,0,519,521,520,529,0,77.4,0,2
2022-01-02_10:00:34,9597.99,296,20,490,491,491,498,0,73.7,0,1,2094.33,159,0,519,520,529,0,77.5,0,9744.47,0,0,40,41,40,37,0,0,0,5.8,159,0,519,521,520,529,0,77.5,0,2
2022-01-02_10:00:35,9662.58,297,19.6,490,491,491,498,0,73.7,0,1,2091.65,158,0,519,519,529,0,77.5,0,12129.8,0,0,40,41,40,37,0,0,0,5.9,158,0,519,521,519,529,0,77.5,0,2
2022-01-02_10:00:36,9624.89,297,19.6,490,491,491,499,0,73.8,0,1,2092.17,158,0,519,519,529,0,77.4,0,12030.5,0,0,40,41,40,37,0,0,0,6.3,158,0,519,521,519,529,0,77.4,0,2
2022-01-02_10:00:37,9659.63,297,20,490,491,491,499,0,73.8,0,1,2097.9,159,0,519,519,529,0,77.4,0,9531.59,0,0,40,41,40,37,0,0,0,6.4,159,0,519,521,519,529,0,77.4,0,2
2022-01-02_10:00:38,9664.07,300,19.7,490,491,491,499,0,73.8,0,1,2092.01,161,0,519,519,529,0,77.4,0,10518.5,0,0,40,41,40,37,0,0,0,5.7,161,0,519,521,519,529,0,77.4,0,2
2022-01-02_10:00:39,9713.17,301,19.9,490,491,491,498,0,73.9,0,1,2097.37,162,0,519,519,529,0,77.3,0,11127.4,0,0,40,41,40,37,0,0,0,6.6,162,0,519,521,519,529,0,77.3,0,2
2022-01-02_10:00:40,9753.97,300,19.6,490,491,491,499,0,73.8,0,1,137.11,159,0,519,519,529,0,77.5,0,12819.3,0,0,40,41,40,37,0,0,0,6.7,159,0,519,521,519,529,0,77.5,0,2
2022-01-02_10:00:41,9727.47,303,19.7,490,491,491,498,0,73.9,0,1,324.6,159,0,519,519,529,0,77.5,0,8509.97,0,0,40,41,40,37,0,0,0,7.1,159,0,519,521,519,529,0,77.5,0,2
2022-01-02_10:00:42,9748.81,307,20,490,491,491,498,0,73.9,0,1,1469.84,160,0,519,519,529,0,77.5,0,10611.8,0,0,40,41,40,37,0,0,0,6.1,160,0,519,521,519,529,0,77.5,0,2
2022-01-02_10:00:43,9783.09,304,19.5,490,491,491,498,0,73.9,0,1,1470.83,160,0,519,519,529,0,77.5,0,8971.6,0,0,40,41,40,37,0,0,0,6.6,160,0,519,521,519,529,0,77.5,0,2
2022-01-02_10:00:44,9763.21,300,20,490,491,491,498,0,74,0,1,1467.94,160,0,519,520,529,0,77.5,0,13651,0,0,40,41,40,37,0,0,0,7.1,160,0,519,521,520,529,0,77.5,0,2
2022-01-02_10:00:45,9741.54,298,19.7,490,491,491,499,0,73.9,0,1,1465.14,160,0,519,519,529,0,77.6,0,11395.7,0,0,40,41,40,37,0,0,0,7.3,160,0,519,521,519,529,0,77.6,0,2
2022-01-02_10:00:46,9687.31,301,19.8,490,491,491,498,0,73.9,0,1,1467.3,160,0,519,520,529,0,77.5,0,10126.5,0,0,40,41,40,37,0,0,0,7.2,160,0,519,521,520,529,0,77.5,0,2
2022-01-02_10:00:47,9691.89,302,19.8,490,491,491,498,0,73.9,0,1,1468.5,161,0,519,519,529,0,77.5,0,9885.94,0,0,40,41,40,37,0,0,0,7.5,161,0,519,521,519,529,0,77.5,0,2
2022-01-02_10:00:48,9710.94,303,19.7,490,491,491,498,0,73.9,0,1,1465.41,161,0,519,519,529,0,77.6,0,12721.8,0,0,40,41,40,37,0,0,0,7.1,161,0,519,521,519,529,0,77.6,0,2
2022-01-02_10:00:49,9658.94,303,20,490,491,491,499,0,73.9,0,1,1462.73,160,0,519,519,529,0,77.7,0,13637.7,0,0,40,41,40,37,0,0,0,6.9,160,0,519,521,519,529,0,77.7,0,2
2022-01-02_10:00:50,9706.5,302,19.8,490,491,491,499,0,73.9,0,1,1464.29,160,0,519,520,529,0,77.6,0,9177.93,0,0,40,41,40,37,0,0,0,7.7,160,0,519,521,520,529,0,77.6,0,2
2022-01-02_10:00:51,9691.53,298,19.6,490,491,491,498,0,73.6,0,1,1463.93,158,0,519,520,529,0,77.4,0,10520.5,0,0,40,41,40,37,0,0,0,7.1,158,0,519,521,520,529,0,77.4,0,2
2022-01-02_10:00:52,9693.86,300,19.7,490,491,491,499,0,73.6,0,1,136.72,156,0,519,520,529,0,77.6,0,9144.26,0,0,40,41,40,37,0,0,0,7.7,156,0,519,521,520,529,0,77.6,0,2
2022-01-02_10:00:53,9694.6,300,19.5,490,491,491,499,0,73.5,0,1,141.06,157,0,519,520,529,0,77.6,0,13918.2,0,0,40,41,40,37,0,0,0,7.5,157,0,519,521,520,529,0,77.6,0,2
2022-01-02_10:00:54,9701.1,301,19.9,490,491,491,498,0,73.5,0,1,137.87,158,0,519,520,529,0,77.6,0,13648.9,0,0,40,41,40,37,0,0,0,6.2,158,0,519,521,520,529,0,77.6,0,2
2022-01-02_10:00:55,9721.43,302,19.7,490,491,491,499,0,73.8,0,1,137.33,157,0,519,519,529,0,77.6,0,9657.57,0,0,40,41,40,37,0,0,0,7.1,157,0,519,521,519,529,0,77.6,0,2
2022-01-02_10:00:56,9727.39,302,19.6,490,491,491,498,0,73.7,0,1,136.85,156,0,519,519,529,0,77.5,0,10426.7,0,0,40,41,40,37,0,0,0,6.7,156,0,519,521,519,529,0,77.5,0,2
2022-01-02_10:00:57,9780.96,303,20,490,491,491,498,0,73.9,0,1,136.18,155,0,519,519,529,0,77.5,0,8561.73,0,0,40,41,40,37,0,0,0,6.9,155,0,519,521,519,529,0,77.5,0,2
2022-01-02_10:00:58,9748.82,303,19.5,490,491,491,498,0,74,0,1,137.44,155,0,519,519,529,0,77.5,0,13624.7,0,0,40,41,40,37,0,0,0,6.8,155,0,519,521,519,529,0,77.5,0,2
2022-01-02_10:00:59,9750.46,303,20,490,491,491,499,0,73.8,0,1,138.9,154,0,519,519,529,0,77.5,0,13450.5,0,0,40,41,40,37,0,0,0,6.2,154,0,519,521,519,529,0,77.5,0,2
2022-01-02_10:01:00,9725.31,306,19.8,490,491,491,499,0,73.8,0,1,138.64,155,0,519,519,529,0,77.5,0,10202,0,0,40,41,40,37,0,0,0,7,155,0,519,521,519,529,0,77.5,0,2
2022-01-02_10:01:01,9767.13,306,19.8,490,491,491,498,0,73.9,0,1,138.25,156,0,519,519,529,0,77.5,0,9470.15,0,0,40,41,40,37,0,0,0,6.4,156,0,519,521,519,529,0,77.5,0,2
2022-01-02_10:01:02,9769.71,306,19.7,490,491,491,498,0,73.7,0,1,138.43,154,0,519,519,529,0,77.5,0,11436.5,0,0,40,41,40,37,0,0,0,6.3,154,0,519,521,519,529,0,77.5,0,2
2022-01-02_10:01:03,9754.07,304,19.6,490,491,491,498,0,73.9,0,1,138.6,154,0,519,519,529,0,77.5,0,13569.5,0,0,40,41,40,37,0,0,0,6,154,0,519,521,519,529,0,77.5,0,2
2022-01-02_10:01:04,9741.64,302,20,490,491,491,498,0,73.9,0,1,139.19,153,0,519,520,529,0,77.5,0,10087.7,0,0,40,41,40,37,0,0,0,5.8,153,0,519,521,520,529,0,77.5,0,2
2022-01-02_10:01:05,9709.29,300,19.6,490,491,491,498,0,73.9,0,1,138.99,153,0,519,520,529,0,77.5,0,10118.8,0,0,40,41,40,37,0,0,0,5.7,153,0,519,521,520,529,0,77.5,0,2
2022-01-02_10:01:06,9727.58,297,19.9,490,491,491,498,0,73.9,0,1,137.25,153,0,519,520,529,0,77.5,0,7888.22,0,0,40,41,40,37,0,0,0,5.6,153,0,519,521,520,529,0,77.5,0,2
2022-01-02_10:01:07,9714.16,300,19.7,490,491,491,498,0,73.9,0,1,137.29,153,0,519,520,529,0,77.6,0,13416,0,0,40,41,40,37,0,0,0,4.9,153,0,519,521,520,529,0,77.6,0,2
2022-01-02_10:01:08,9695.11,300,19.7,490,491,491,498,0,73.9,0,1,1638.31,152,0,519,520,529,0,77.4,0,13994.4,0,0,40,41,40,37,0,0,0,5.6,152,0,519,521,520,529,0,77.4,0,2
2022-01-02_10:01:09,9676.96,297,19.9,490,491,491,498,0,73.8,0,1,1837.88,152,0,519,520,529,0,77.3,0,10104.8,0,0,40,41,40,37,0,0,0,5.7,152,0,519,521,520,529,0,77.3,0,2
2022-01-02_10:01:10,9708.06,297,19.7,490,490,491,498,0,73.8,0,1,1831.96,153,0,519,520,529,0,77.5,0,8789.34,0,0,40,41,40,37,0,0,0,6.4,153,0,519,521,520,529,0,77.5,0,2
2022-01-02_10:01:11,9643.35,296,19.7,490,491,491,498,0,73.9,0,1,1824.74,153,0,519,520,529,0,77.5,0,10917.8,0,0,40,41,40,37,0,0,0,6.3,153,0,519,521,520,529,0,77.5,0,2
2022-01-02_10:01:12,9700.65,297,19.9,490,491,491,498,0,73.9,0,1,1833.28,152,0,519,519,529,0,77.5,0,12311.8,0,0,40,41,40,37,0,0,0,6.3,152,0,519,521,519,529,0,77.5,0,2
2022-01-02_10:01:13,9721.91,298,19.5,490,491,491,498,0,73.8,0,1,1831.04,154,0,519,520,529,0,77.5,0,13269.4,0,0,40,41,40,37,0,0,0,6.4,154,0,519,521,520,529,0,77.5,0,2
2022-01-02_10:01:14,9704.38,302,19.9,490,491,491,498,0,73.8,0,1,1829.36,153,0,519,520,529,0,77.6,0,9917.64,0,0,40,41,40,37,0,0,0,6.6,153,0,519,521,520,529,0,77.6,0,2
2022-01-02_10:01:15,9801.36,301,19.7,490,491,491,498,0,73.9,0,1,1827.5,152,0,519,520,529,0,77.6,0,8047.61,0,0,40,41,40,37,0,0,0,6.8,152,0,519,521,520,529,0,77.6,0,2
2022-01-02_10:01:16,9798.48,300,19.7,490,491,491,499,0,73.9,0,1,1832.36,153,0,519,520,529,0,77.6,0,13539.9,0,0,40,41,40,37,0,0,0,6.4,153,0,519,521,520,529,0,77.6,0,2
2022-01-02_10:01:17,9778.99,301,19.8,490,491,491,498,0,73.9,0,1,1838.15,155,0,519,520,529,0,77.5,0,13110.2,0,0,40,41,40,37,0,0,0,7.6,155,0,519,521,520,529,0,77.5,0,2
2022-01-02_10:01:18,9771.7,304,19.6,490,491,491,499,0,73.9,0,1,1827.6,157,0,519,520,529,0,77.5,0,10236.5,0,0,40,41,40,37,0,0,0,7.5,157,0,519,521,520,529,0,77.5,0,2
2022-01-02_10:01:19,9760.28,306,19.9,490,491,491,498,0,73.9,0,1,1829.62,157,0,519,520,529,0,77.5,0,8569.62,0,0,40,41,40,37,0,0,0,6.9,157,0,519,521,520,529,0,77.5,0,2
2022-01-02_10:01:20,9758.75,303,19.6,490,491,491,499,0,73.9,0,1,1827.75,156,0,519,520,529,0,77.6,0,9854.24,0,0,40,41,40,37,0,0,0,7.6,156,0,519,521,520,529,0,77.6,0,2
2022-01-02_10:01:21,9777.72,306,19.6,490,491,491,498,0,73.8,0,1,1836.07,155,0,519,520,529,0,77.6,0,13754.2,0,0,40,41,40,37,0,0,0,7.2,155,0,519,521,520,529,0,77.6,0,2
2022-01-02_10:01:22,9796.55,304,19.6,490,491,491,498,0,73.8,0,1,1830.04,157,0,519,520,529,0,77.6,0,12952,0,0,40,41,40,37,0,0,0,7,157,0,519,521,520,529,0,77.6,0,2
2022-01-02_10:01:23,9731.04,304,19.7,490,491,491,498,0,73.8,0,1,825.38,158,0,519,520,529,0,77.6,0,9879.93,0,0,40,41,40,37,0,0,0,7.6,158,0,519,521,520,529,0,77.6,0,2
2022-01-02_10:01:24,9757.69,306,19.8,490,491,491,499,0,73.8,0,1,2106.72,155,0,519,520,529,0,77.6,0,7903.95,0,0,40,41,40,37,0,0,0,7,155,0,519,521,520,529,0,77.6,0,2
2022-01-02_10:01:25,9779.57,304,19.6,490,491,491,498,0,73.8,0,1,2109.26,155,0,519,520,529,0,77.6,0,13473.7,0,0,40,41,40,37,0,0,0,7.6,155,0,519,521,520,529,0,77.6,0,2
2022-01-02_10:01:26,9724.14,303,20,490,491,491,498,0,73.8,0,1,2103.2,155,0,519,520,529,0,77.6,0,14082.2,0,0,40,41,40,37,0,0,0,7.4,155,0,519,521,520,529,0,77.6,0,2
2022-01-02_10:01:27,9696.77,302,19.5,490,491,491,498,0,73.7,0,1,2100.21,156,0,519,520,529,0,77.8,0,10420.7,0,0,40,41,40,37,0,0,0,7.2,156,0,519,521,520,529,0,77.8,0,2
2022-01-02_10:01:28,9733.72,302,19.5,490,491,491,498,0,73.8,0,1,2106.58,155,0,519,520,529,0,77.5,0,8811.42,0,0,40,41,40,37,0,0,0,8.1,155,0,519,521,520,529,0,77.5,0,2
2022-01-02_10:01:29,9774.5,306,19.9,490,491,491,498,0,73.9,0,1,2101.7,152,0,519,520,529,0,77.5,0,7755.45,0,0,40,41,40,37,0,0,0,7.2,152,0,519,521,520,529,0,77.5,0,2
2022-01-02_10:01:30,9773.71,308,19.7,490,491,491,498,0,73.8,0,1,1355.36,153,0,519,520,529,0,77.5,0,13443.8,0,0,40,41,40,37,0,0,0,7.7,153,0,519,521,520,529,0,77.5,0,2
2022-01-02_10:01:31,9796.52,303,19.8,490,491,491,498,0,73.9,0,1,137.68,153,0,519,520,529,0,77.5,0,12832.5,0,0,40,41,40,37,0,0,0,7.7,153,0,519,521,520,529,0,77.5,0,2
2022-01-02_10:01:32,9804.18,308,19.8,490,491,491,498,0,73.8,0,1,1471.93,153,0,519,520,529,0,77.6,0,10071.7,0,0,40,41,40,37,0,0,0,7.8,153,0,519,521,520,529,0,77.6,0,2
2022-01-02_10:01:33,9842.92,309,19.6,490,491,491,498,0,73.8,0,1,1476.29,152,0,519,519,529,0,77.5,0,8184.27,0,0,40,41,40,37,0,0,0,5.6,152,0,519,521,519,529,0,77.5,0,2
2022-01-02_10:01:34,9890.58,303,20,490,491,491,498,0,73.6,0,1,1467.07,153,0,519,520,529,0,77.5,0,7428.11,0,0,40,41,40,37,0,0,0,6.8,153,0,519,521,520,529,0,77.5,0,2
2022-01-02_10:01:35,9850.11,303,19.6,490,491,491,498,0,73.7,0,1,1471.78,154,0,519,520,529,0,77.6,0,9776.28,0,0,40,41,40,37,0,0,0,6.7,154,0,519,521,520,529,0,77.6,0,2
2022-01-02_10:01:36,9862.33,307,19.6,490,491,491,498,0,73.8,0,1,1468.43,152,0,519,520,529,0,77.5,0,11603.7,0,0,40,41,40,37,0,0,0,6,152,0,519,521,520,529,0,77.5,0,2
2022-01-02_10:01:37,9842.72,310,19.7,490,491,491,498,0,73.8,0,1,1471.92,153,0,519,520,529,0,77.6,0,9246.52,0,0,40,41,40,37,0,0,0,6.5,153,0,519,521,520,529,0,77.6,0,2
2022-01-02_10:01:38,9882.99,309,19.5,490,491,491,498,0,73.8,0,1,1467.7,156,0,519,519,529,0,77.6,0,7622.73,0,0,40,41,40,37,0,0,0,6.8,156,0,519,521,519,529,0,77.6,0,2
2022-01-02_10:01:39,9951.83,306,19.9,490,491,491,498,0,73.8,0,1,1461.96,155,0,519,520,529,0,77.6,0,7203.09,0,0,40,41,40,37,0,0,0,6,155,0,519,521,520,529,0,77.6,0,2
2022-01-02_10:01:40,9932.23,306,19.7,490,491,491,498,0,73.8,0,1,1465.75,154,0,519,520,529,0,77.6,0,9886.51,0,0,40,41,40,37,0,0,0,6.3,154,0,519,521,520,529,0,77.6,0,2
2022-01-02_10:01:41,9892.99,306,20,490,491,491,498,0,73.7,0,1,1462.79,156,0,519,520,529,0,77.6,0,11405.1,0,0,40,41,40,37,0,0,0,6.9,156,0,519,521,520,529,0,77.6,0,2
2022-01-02_10:01:42,9841.71,302,19.9,490,491,491,498,0,73.8,0,1,138.7,156,0,519,520,529,0,77.6,0,8259.12,0,0,40,41,40,37,0,0,0,6.8,156,0,519,521,520,529,0,77.6,0,2
2022-01-02_10:01:43,9810.77,302,19.7,490,491,491,498,0,73.8,0,1,139.1,156,0,519,520,529,0,77.5,0,7357.24,0,0,40,41,40,37,0,0,0,6,156,0,519,521,520,529,0,77.5,0,2
2022-01-02_10:01:44,9830.8,304,20,490,491,491,498,0,73.9,0,1,138.31,159,0,519,520,529,0,77.5,0,7278.54,0,0,40,41,40,37,0,0,0,5.3,159,0,519,521,520,529,0,77.5,0,2
2022-01-02_10:01:45,9809.75,304,19.6,490,491,491,498,0,73.8,0,1,136.82,160,0,519,520,529,0,77.4,0,8305.7,0,0,40,41,40,37,0,0,0,5.3,160,0,519,521,520,529,0,77.4,0,2
2022-01-02_10:01:46,9802.31,304,19.9,490,491,491,498,0,73.8,0,1,138.58,159,0,519,520,529,0,77.5,0,9499.78,0,0,40,41,40,37,0,0,0,5.1,159,0,519,521,520,529,0,77.5,0,2
2022-01-02_10:01:47,9835.81,302,19.9,490,491,491,498,0,73.9,0,1,136.18,158,0,520,519,529,0,77.5,0,7932.58,0,0,40,41,40,37,0,0,0,5.8,158,0,520,521,519,529,0,77.5,0,2
2022-01-02_10:01:48,9813.11,300,19.6,490,491,491,498,0,73.8,0,1,139.32,159,0,519,519,529,0,77.5,0,7223.16,0,0,40,41,40,37,0,0,0,5,159,0,519,521,519,529,0,77.5,0,2
2022-01-02_10:01:49,9730.06,302,19.8,490,491,491,498,0,73.8,0,1,138.33,159,0,519,519,529,0,77.5,0,7558.1,0,0,40,41,40,37,0,0,0,5.3,159,0,519,521,519,529,0,77.5,0,2
2022-01-02_10:01:50,9725.15,306,19.6,490,491,491,498,0,73.9,0,1,136.63,159,0,519,519,529,0,77.4,0,9194.72,0,0,40,41,40,37,0,0,0,5.7,159,0,519,521,519,529,0,77.4,0,2
2022-01-02_10:01:51,9802.32,306,19.7,490,491,491,498,0,74,0,1,138.83,160,0,519,520,529,0,77.5,0,8820.63,0,0,40,41,40,37,0,0,0,4.9,160,0,519,521,520,529,0,77.5,0,2
2022-01-02_10:01:52,9865.63,304,19.6,490,491,491,498,0,73.9,0,1,138.87,159,0,519,520,529,0,77.5,0,7458.19,0,0,40,41,40,37,0,0,0,5.5,159,0,519,521,520,529,0,77.5,0,2
2022-01-02_10:01:53,9841.7,303,19.9,490,491,491,498,0,73.9,0,1,137.4,157,0,520,520,529,0,77.6,0,7229.81,0,0,40,41,40,37,0,0,0,5.4,157,0,520,521,520,529,0,77.6,0,2
2022-01-02_10:01:54,9868.29,306,19.9,490,491,491,498,0,74,0,1,140.18,158,0,519,520,529,0,77.5,0,8004.62,0,0,40,41,40,37,0,0,0,5.8,158,0,519,521,520,529,0,77.5,0,2
2022-01-02_10:01:55,9871.33,308,19.8,490,491,491,498,0,73.9,0,1,137.91,158,0,519,520,529,0,77.6,0,9387.06,0,0,40,41,40,37,0,0,0,5.5,158,0,519,521,520,529,0,77.6,0,2
2022-01-02_10:01:56,9881.96,308,19.8,490,491,491,498,0,73.8,0,1,137.66,160,0,519,520,529,0,77.5,0,8051.37,0,0,40,41,40,37,0,0,0,5.5,160,0,519,521,520,529,0,77.5,0,2
2022-01-02_10:01:57,9878.2,303,20,490,491,491,498,0,73.8,0,1,138.83,159,0,519,520,529,0,77.6,0,7162.97,0,0,40,41,40,37,0,0,0,6.5,159,0,519,521,520,529,0,77.6,0,2
2022-01-02_10:01:58,9840.11,303,19.6,490,491,491,498,0,73.7,0,1,1647.53,156,0,519,520,529,0,77.6,0,7398.55,0,0,40,41,40,37,0,0,0,5.8,156,0,519,521,520,529,0,77.6,0,2
2022-01-02_10:01:59,9787.22,303,19.7,490,491,491,498,0,73.8,0,1,1837.3,157,0,519,520,529,0,77.5,0,8746.95,0,0,40,41,40,37,0,0,0,6.1,157,0,519,521,520,529,0,77.5,0,2
